address,lat,link,lng,name,rating_yandex,review_count,reviews,rating_yandex_norm,review_count_norm,popularity,kitchen, DJ, барная стойка, бесплатная парковка, винная карта, живая музыка, закрытие под банкет, круглосуточная кухня, меню на английском, местоположение у воды, настольные игры, своя пекарня, устричный бар,24_hour,DJ,Restopub Finnegan's приглашает на бизнес ланч,discount_10,discount_15,discount_20,discount_50,discount_7,Завтраки в ресторане МА,Счастливые часы,барная стойка,бесплатная парковка,бранчи,винная карта,детская анимация,живая музыка,закрытие под банкет,круглосуточная кухня,кулинария,кухня_авторская,кухня_азербайджанская,кухня_азиатская,кухня_американская,кухня_английская,кухня_армянская,кухня_белорусская,кухня_веганская,кухня_вегетарианская,кухня_восточная,кухня_греческая,кухня_грузинская,кухня_домашняя,кухня_еврейская,кухня_европейская,кухня_индийская,кухня_индонезийская,кухня_ирландская,кухня_испанская,кухня_итальянская,кухня_кавказская,кухня_китайская,кухня_континентальная,кухня_корейская,кухня_латиноамериканская,кухня_международная,кухня_мексиканская,кухня_морская,кухня_мясная,кухня_национальная,кухня_немецкая,кухня_неткухня_специализации,кухня_паназиатская,кухня_русская,кухня_рыбная,кухня_сербская,кухня_скандинавская,кухня_смешанная,кухня_средиземноморская,кухня_тайская,кухня_узбекская,кухня_украинская,кухня_французская,кухня_фьюжн,кухня_чешская,кухня_шашлык,кухня_японская,меню на английском,местоположение у воды,настольные игры,своя пекарня,танцпол
ул. Некрасова 1/38,59.938852,https://yandex.ru/maps/org/pu_er/1250608404/,30.349564,Пу-эр,4.4,104.0,"Для любителей дымить. Не принимают наличку|Вкусные суши большого размера, отличный кальян, уютные столики за ширмой. Прекрасное обслуживание. Пиво только подкачало - эль Jaws APA оказался... ещё|До зимнего ремонта здесь было намного уютнее и дешевле. Но если вы готовы выложить 400р за сырный супчик (который, бесспорно, очень вкусный, как и вся... ещё|Очень душевно. Вкусные суши, прекрасный кальян.|Отличное место, хотя и цены не из дешевых",0.8421052631578948,0.04187396351575456,0.045001392369813424,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ул. Ломоносова 2,59.932554,https://yandex.ru/maps/org/retro_bar_chert_poberi/66028184045/,30.326908000000003,Ретро-бар Черт побери,4.5,124.0,"супер атмосфера питерского рок-н-ролла и субкультуры, меню и бар на уровне.
тем, кто не относится к таким вещам тут точно не понравится)|Самое любимое заведение в Питере!! Прекрасная атмосфера, удачное расположение, живая музыка, новинка - рок-караоке!!! Советую, заряжает... ещё|Отличный рэтро-бар, приятная публика, отличные группы выступают, бар находится в удобном месте.Кому нравится качественная рок музыка, то только сюда... ещё|Чудесный бармен, большой выбор напитков, интересный интерьер.|Бару достаточно много лет, это место встречи музыкантов, байкеров, различного рада неыформалов. Дружественная атмосфера, живая музыка, демократичные... ещё",0.8684210526315789,0.050165837479270316,0.05559732664995823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ул. Ломоносова 2,59.932554,https://yandex.ru/maps/org/choker/100748531053/,30.326908000000003,Choker,3.9,98.0,"Интерьер интересный, персонал доброжелательный, пиво вкусное, но качество еды-ужас. Вместо попытки сделать оригинальную подачу... ещё|Атмосфера радует, караоке на 4 с минусом, цены приёмлимые|Были компанией 9 человек в зале на мягких диванчиках, уютная атмосфера, настольные игры, цены демократичные для центра города.нам погравилось.|С пивом совсем всё плохо. По кухне... середнячек.|Приятная атмосфера, интерьер. Порой неплохая живая музыка. Вежливые работники.",0.7105263157894736,0.039386401326699835,0.03571428571428571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ул. Ломоносова 2,59.932554,https://yandex.ru/maps/org/mangal_house/1684708010/,30.326908000000003,Mangal House,2.9,26.0,"Хорошие бизнес ланчи|Можно нормально посидеть компанией. Шашлык неплохой, овощи на гриле вкксные.|Очень вкусный бизнес-ланч|Тихо уютно.прекрасно провели время|Неприятное грязное старое заведение без официантов. Про кухню ничего не могу сказать.
Плюсы:
Расположение в центре недалеко от... ещё",0.4473684210526315,0.009535655058043118,0.005444165970481759,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ул. Ломоносова 2,59.932554,https://yandex.ru/maps/org/soundbar_banka/39666566306/,30.326908000000003,Soundbar Banka,2.4,45.0,"Место, славящееся скандалами. В принципе, мог бы быть классным и уютным баром, будь там хорошее отношение к персоналу. Подойдет для обычной тусни.|Главное достоинство- музыканты. Выступления совершенно разных по стилям коллективов. Возможность выступлений как известных, так и... ещё|ужасное заведение,нечего тут делать ,просто дно!|Шлак и полный треш.
Палёный алкоголь, антисанитария на кухне.|Не плохой бар",0.3157894736842105,0.017412935323383085,0.007017543859649124,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пр. Невский 18,59.936557,https://yandex.ru/maps/org/burger_king/1688049338/,30.318248999999998,Бургер Кинг,4.2,2226.0,"Не качественно. Химия. Дёшево. Неудобно. Детям не рекомендую.|Ужасно! Допускаю, что была плохая смена, но это перебор. В автоматах для напитков текла просто вода, внутри жарко, только где делаешь заказ было прохладно. Свой... ещё|Удобное расположение на Невском проспект, т.к. недалеко дом Книги, где куча сувениров по доступной цене! После прогулок загляните в Бургер Кинг... ещё|Мне понравилось это место, потому что пиво Б....ка7, всего 100 руб))). Так же можно неплохо перекусить (правда бургеры дороговаты). Есть столы на улице... ещё|Бургер Кинг подкупает своим кофе по 49 и акциями. Например 15 нагетсов по 119р. Цены ниже чем у конкурентов. Можно заказывать из мобильного приложения... ещё",0.7894736842105262,0.9216417910447762,0.9285714285714286,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пр. Невский 18,59.936557,https://yandex.ru/maps/org/literaturnoye_kafe/1394480858/,30.318248999999998,Литературное кафе,4.2,135.0,"Отличная кухня, историческое место... ну и цены соответствующие.|Очень прилично. Советую зайти. 👍🏼 Особенно рекомендую второй этаж и желательно после 20-00|Место с удивительной историей. Вкусно, хороший персонал, достаточно быстро, уютная обстановка.|Лет 30 назад была там.Его росписью занималась моя двоюродная тетушка(ныне ушедшая по дороге цветов в 1987-м году).Наверно там все теперь... ещё|Интересное место ,на входе вас встречает Медведь и Пушкин. Русская кухня, очень вкусные щи.",0.7894736842105262,0.05472636815920398,0.05513784461152882,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пр. Невский 18,59.936557,https://yandex.ru/maps/org/shokoladnitsa/52846907681/,30.318248999999998,Шоколадница,3.7,154.0,"Пожалуй самое отвратительное место из всей сети.
Долго - это слишком слабо сказано, впечатление, что о тебе забыли сразу... ещё|Это трэш, дорогие товарищи! В центре города в разгар рабочего дня в зале только стажёры официантов, ни менеджера ни официанта- никого. Соответственно... ещё|ужасное обслуживание. приносят все невпопад. принесли напиток горячий, потом второе, затем десерт, и только потом суп. десерт окащался старым с непоняьным... ещё|Еда вкусная, все понравилось, но вот столы со стульями оставляют желать лучшего, сидеть было не очень приятно, пора обновить. Обслуживание хорошее, все... ещё|Чистенькая и хорошенькая шоколадница, мне понравилось",0.6578947368421053,0.06260364842454395,0.05256196045669732,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ул. Новгородская 27,59.942264,https://yandex.ru/maps/org/okhotnichiy_klub/1006370323/,30.392296999999996,Охотничий клуб,4.0,86.0,"Отличный ресторан, свежее мясо от охотников, прекрасная кухня, приемлимые цены(для ресторана), не застал оленину, поэтому попробовал кабана, приготовлено... ещё|Все хорошо, кроме цены. И не то что бы она очень большая, скорее не обоснованная.|Оригинальное меню. Дичь, рыба, есть строганина, есть соленина, котлеты и мясо. Один раз точно нужно там побывать.|19.06 были в этом ресторане. Все было хорошо до того момента, пока не принесли счёт. Видимо рассчитывали на то, что мы, выпив алкоголь, не посмотрим на цены в... ещё|Все вкусно и недорого. Рекомендую.",0.7368421052631579,0.034411276948590384,0.03235867446393763,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
б-р Конногвардейский 4,59.932698,https://yandex.ru/maps/org/russkaya_ryumochnaya_1/1221344438/,30.298171000000004,Русская рюмочная № 1,4.9,324.0,"Высший пилотаж!!! Для туристов, для больших дядь перетереть бизнес, для любопытных. Отменный русский борщ, котлета по-Киевски, и да - Компот... ещё|Приводили сюда европейских коллег с целью демонстрации русской кухни. В целом, все хорошо. В меню много характерных блюд. Была живая музыка... ещё|Это знаковое заведение нашего города.
Всех иногородних друзьей, а тем более заграничных родственников ведем сюда.
Эта атмосфера из сюжета, ресторана 12-ти... ещё|Музей водки - так себе. Маленкий. Водку на дегустацию подают дешевую. Цены в местном ресторане расчитаны на богатых иностранцев, т. е. конские.|Живая музыка. Аккордеон,гитара, прекрасный вокал. Познавательный музей. Вежливый персонал.",0.9736842105263158,0.13308457711442787,0.16537176274018384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
б-р Конногвардейский 4,59.932698,https://yandex.ru/maps/org/stroganov_steyk_khaus/1352668036/,30.298171000000004,Строганов Стейк Хаус,4.7,445.0,"Посещаем с супругой данное заведение уже лет 7 наверное, вчера, как мне кажется, был последний.
Причины: 
из... ещё|Место просто отпадное. Если хочется кайфа в еде испытать , то я всегда его посещаю. Ценник нормальный для таких вксняшек что там готовят. Бываю редко но... ещё|Старорежимный добротный ресторан из нулевых величиной с футбольное поле. Обязателен к посещению, если вы приехали в город на несколько дней... ещё|Рекомендую, очень вкусная кухня и отличный обслуживающий персонал.|Брутальное место. Мясо разное. Если брать стейк, то только Рибай брянский. А так бифстроганов волшебный. Вино дорогое.",0.9210526315789475,0.18325041459369817,0.21539961013645229,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
б-р Конногвардейский 4,59.932698,https://yandex.ru/maps/org/graf_in/1001410553/,30.298171000000004,Graf-in,4.4,165.0,"Мимо шли, интересное место, но дорого. Особо не наелись) но сюда за коктейлями наверное|Хорошая кухня, интерьер и персонал. Интересно и вкусно. Недешево|Отличный ресторан! Готовят вкусно, быстро! Приветливый персонал.|Были на ланче, очень средне. По отзывам основное меню намного лучше, но атмосфера места не располагает вернуться и проверить это лично.|Великолепное место! Авторское меню, восхитительное обслуживание! При всем при этом цена средняя, и столики есть свободные! Зашли случайно, теперь... ещё",0.8421052631578948,0.06716417910447763,0.07218045112781958,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
наб. Обводного канала 118,59.908101,https://yandex.ru/maps/org/bowling_show/1274609285/,30.307352,Bowling Show,2.6,90.0,"С маленькими детьми играть ещё можно, но если хотите играть серьёзно, то вам не сюда. Обувь более-менее, шары тоже, но вот остальное оборудование постоянно... ещё|Хамоватый персонал, половина дорожек глючит. Не рекомендую|Ужасно! Слишком шумно, так как столы для бильярда находятся рядом с дорожками. Экран на котором высвечиваются результаты, постоянно тупил. Кегли... ещё|Нормальный боулинг|хороший боулинг, мало народу",0.368421052631579,0.036069651741293535,0.016959064327485385,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ул. Чайковского 38/9,59.946689,https://yandex.ru/maps/org/beer_house/200918263675/,30.358646000000004,Beer House,4.3,102.0,"плюсы удобно расположен.
Ценник выше среднего по городу, обслуживание крайне нерасторопное. Это конечно спорт-бар, но когда не кто не... ещё|интересная обстановка, уютно. пиво вкусное, закуски - понравились. хорошее обслуживание. дороговато, правда
PS. официант просил чаевые - очень... ещё|отличный бар, знающие бармены,
отмечала 1 апреля рассеялась от души особенно после егерьмейстера из ледяной рюмки.
потом... ещё|Мясо не умеют готовить. Пиво так себе. Если у вас скидочная карта, лучше сразу об этом сказать официанту, иначе могут не сделать скидку. На Невском... ещё|Хороший бар. Вкусная кухня. Вкусное пиво. Цены соответствуют качеству.",0.8157894736842105,0.041044776119402986,0.042731829573934836,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ул. Чайковского 38/9,59.946689,https://yandex.ru/maps/org/grifon/19892180095/,30.358646000000004,Грифон,3.5,7.0,"Крутые ребята|Отличное место! Всем рекомендую, качественная кухня, любящий свою работу персонал, приятный интерьер. Порадовала довольно щедрая скидка мотоциклистам)))|один из баров который мы посетили в прошлые выходные с друзьями. достаточно простое заведение выигрывает за счет тематического интерьера, который... ещё",0.6052631578947368,0.0016583747927031512,0.0012809802283486498,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ул. Чайковского 38/9,59.946689,https://yandex.ru/maps/org/la_mia_firenze/1111662994/,30.358646000000004,La Mia Firenze,3.5,62.0,"Блюда итальянские на троечку, с интерьером старались. Продукты экономят|Нормальное немажорное местечко. Кухня вкусная. Были по купону от биглиона, так вышло вообще дёшево.|Вкусно, чисто и персонал приветливый!|Вкусно, но много чего из блюд не было в наличии|Прекрасное и уютное кафе. Очень внимательный вежливый персонал. Очень вкусные блюда, хорошая, сытная порция и красивая подача. Один минус, дорогое... ещё",0.6052631578947368,0.024461028192371476,0.01889445836814258,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ул. Чайковского 38/9,59.946689,https://yandex.ru/maps/org/mf_bagel/16427709826/,30.358646000000004,Mf Bagel,2.6,17.0,"Великолепное меню и алкогольная карта, очень душевная атмосфера и крутые работники заведения! А еще по субботам проходят разные тематические тусовки(от... ещё|Знал, что есть такое место, нашел случайно. Это восторг! Кто в теме, тому понравится|Очень вкусные бейглы. Единственное, что не понравилось, из той еды, что удалось там попробовать - это местное мороженое. Оно однозначно на любителя.|Был отменный бар с замечательной около еврейской кухней. Теперь новые хозяева. Готовят дрянь. Доширак с покупными соусами и полуфабрикатами. Хумус... ещё|Очень нравится бар. Отличная кухня и уютная обстановка. Приветливый персонал. Ольга и Егор особенно радуют. Всегда готовы помочь с выбором блюд и... ещё",0.368421052631579,0.005804311774461028,0.002729044834307993,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
наб. канала Крюкова 11,59.923351,https://yandex.ru/maps/org/romeo_s_restaurant/1262250223/,30.296015,Romeo's Restaurant,4.3,176.0,"Замечательный ресторан. Всегда приветливый персонал. Управляющий всегда встречает и очень доброжелателен. Прекрасная кондитерская. Всегда не могу... ещё|Невероятеое несоответствие уровня цен и позиционирования с уровнем сервиса и качеством предлагаемвх блюд.Были в ресторане 17.06.В рекомендованном... ещё|Грязная посуда, плохой сервис при пустом ресторане. Еда на слабую троечку, оформлено красиво, но не очень вкусно...
Даже с чаем, обычным, чёрным чаем... ещё|Дороговато, но вкусно. Много мест где можно поговорить спокойно. Инвалидам посетить не вариант. Лестница , узкий вход и отсутствие панду а. Персонал вежливый... ещё|Не плохая кофэшка-ресторан, но цены не соответствуют качеству еды. Кофе подали вообще ужасное, а ещё итальянский ресторан :( Ел уху, цезарь и американо... ещё",0.8157894736842105,0.07172470978441128,0.07467279309384574,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
